"","month","town","flat_type","block","street_name","storey_range","floor_area_sqm","flat_model","lease_commence_date","remaining_lease","resale_price","year","months","address","lon","lat"
"868","2019-05","WOODLANDS","4 ROOM","766","WOODLANDS CIRCLE","10 TO 12",91,"Model A",2003,83.25,330000,83,3,"766 WOODLANDS CIRCLE",103.7971298,1.4461911
"869","2017-04","TAMPINES","4 ROOM","929","TAMPINES ST 91","07 TO 09",104,"Model A",1984,66.42,455000,66,5,"929 TAMPINES ST 91",103.9396416,1.3463015
"870","2019-05","WOODLANDS","4 ROOM","728","WOODLANDS CIRCLE","04 TO 06",91,"Model A2",1997,77.42,310000,77,5,"728 WOODLANDS CIRCLE",103.79897,1.442956
"871","2019-05","WOODLANDS","4 ROOM","742","WOODLANDS CIRCLE","10 TO 12",103,"Model A",1997,77.25,313000,77,3,"742 WOODLANDS CIRCLE",103.795862,1.443932
"872","2019-05","WOODLANDS","4 ROOM","742","WOODLANDS CIRCLE","04 TO 06",100,"Model A",1997,77.25,330000,77,3,"742 WOODLANDS CIRCLE",103.795862,1.443932
"873","2019-05","WOODLANDS","4 ROOM","780E","WOODLANDS CRES","13 TO 15",92,"Model A",2015,95.25,405000,95,3,"780E WOODLANDS CRES",103.8015389,1.4480351
"874","2019-05","WOODLANDS","4 ROOM","780C","WOODLANDS CRES","13 TO 15",92,"Model A",2015,95.17,380000,95,2,"780C WOODLANDS CRES",103.8013857,1.4491747
"875","2019-05","WOODLANDS","4 ROOM","780E","WOODLANDS CRES","04 TO 06",92,"Model A",2015,95.25,388000,95,3,"780E WOODLANDS CRES",103.8015389,1.4480351
"876","2019-05","WOODLANDS","4 ROOM","782E","WOODLANDS CRES","16 TO 18",92,"Model A",2015,95.17,360000,95,2,"782E WOODLANDS CRES",103.8024682,1.4475061
"877","2019-05","WOODLANDS","4 ROOM","780D","WOODLANDS CRES","04 TO 06",92,"Model A",2015,95.17,368000,95,2,"780D WOODLANDS CRES",103.8009103,1.448315
"878","2019-05","WOODLANDS","4 ROOM","782C","WOODLANDS CRES","01 TO 03",92,"Model A",2015,95.08,380000,95,1,"782C WOODLANDS CRES",103.8032795,1.4477408
"879","2019-05","WOODLANDS","4 ROOM","782D","WOODLANDS CRES","10 TO 12",92,"Model A",2015,95.08,4e+05,95,1,"782D WOODLANDS CRES",103.8027865,1.4480734
"880","2017-04","TAMPINES","4 ROOM","928","TAMPINES ST 91","01 TO 03",109,"Model A",1984,66.42,460000,66,5,"928 TAMPINES ST 91",103.940159,1.345999
"881","2019-05","WOODLANDS","4 ROOM","780D","WOODLANDS CRES","13 TO 15",92,"Model A",2015,95.17,394000,95,2,"780D WOODLANDS CRES",103.8009103,1.448315
"882","2019-05","WOODLANDS","4 ROOM","780C","WOODLANDS CRES","10 TO 12",92,"Model A",2015,95.17,380000,95,2,"780C WOODLANDS CRES",103.8013857,1.4491747
"883","2019-05","WOODLANDS","4 ROOM","780E","WOODLANDS CRES","04 TO 06",92,"Model A",2015,95.17,360000,95,2,"780E WOODLANDS CRES",103.8015389,1.4480351
"884","2019-05","WOODLANDS","4 ROOM","780C","WOODLANDS CRES","04 TO 06",92,"Model A",2015,95.17,350000,95,2,"780C WOODLANDS CRES",103.8013857,1.4491747
"885","2019-05","WOODLANDS","4 ROOM","780C","WOODLANDS CRES","13 TO 15",92,"Model A",2015,95.17,405000,95,2,"780C WOODLANDS CRES",103.8013857,1.4491747
"886","2019-05","WOODLANDS","4 ROOM","526","WOODLANDS DR 14","01 TO 03",104,"Premium Apartment",2000,79.92,348000,79,11,"526 WOODLANDS DR 14",103.7927834,1.4330054
"887","2019-05","WOODLANDS","4 ROOM","518","WOODLANDS DR 14","04 TO 06",105,"Premium Apartment",2000,80.42,388000,80,5,"518 WOODLANDS DR 14",103.7916062,1.4344071
"888","2019-05","WOODLANDS","4 ROOM","524","WOODLANDS DR 14","07 TO 09",104,"Premium Apartment",2000,79.92,328000,79,11,"524 WOODLANDS DR 14",103.79387,1.4326318
"889","2019-05","WOODLANDS","4 ROOM","535","WOODLANDS DR 14","07 TO 09",106,"Premium Apartment",1999,79.33,368000,79,4,"535 WOODLANDS DR 14",103.792059,1.4311751
"890","2019-05","WOODLANDS","4 ROOM","525","WOODLANDS DR 14","04 TO 06",104,"Premium Apartment",2000,79.92,320000,79,11,"525 WOODLANDS DR 14",103.7931456,1.4324161
"891","2017-01","JURONG WEST","EXECUTIVE","666B","JURONG WEST ST 65","10 TO 12",130,"Apartment",2000,82.25,620000,82,3,"666B JURONG WEST ST 65",103.7020846,1.339543
"892","2017-04","TAMPINES","4 ROOM","921","TAMPINES ST 91","04 TO 06",107,"Model A",1984,66.5,462000,66,6,"921 TAMPINES ST 91",103.94082,1.3481245
"893","2019-05","WOODLANDS","4 ROOM","516","WOODLANDS DR 14","10 TO 12",107,"Premium Apartment",1999,78.83,430000,78,10,"516 WOODLANDS DR 14",103.7909724,1.4347046
"894","2019-05","WOODLANDS","4 ROOM","526","WOODLANDS DR 14","07 TO 09",105,"Premium Apartment",2000,79.83,356000,79,10,"526 WOODLANDS DR 14",103.7927834,1.4330054
"895","2019-05","WOODLANDS","4 ROOM","525","WOODLANDS DR 14","07 TO 09",102,"Premium Apartment",2000,79.83,350000,79,10,"525 WOODLANDS DR 14",103.7931456,1.4324161
"896","2019-05","WOODLANDS","4 ROOM","543","WOODLANDS DR 16","10 TO 12",101,"Model A",2000,80.17,353000,80,2,"543 WOODLANDS DR 16",103.7938247,1.428339
"897","2019-05","WOODLANDS","4 ROOM","706","WOODLANDS DR 40","10 TO 12",99,"Model A",1996,76.5,313000,76,6,"706 WOODLANDS DR 40",103.7966889,1.4398521
"898","2019-05","WOODLANDS","4 ROOM","603","WOODLANDS DR 42","07 TO 09",100,"Model A",1997,76.92,340000,76,11,"603 WOODLANDS DR 42",103.7967676,1.4377516
"899","2019-05","WOODLANDS","4 ROOM","605","WOODLANDS DR 42","10 TO 12",101,"Model A2",1997,77,358000,77,0,"605 WOODLANDS DR 42",103.7971977,1.4373269
"900","2019-05","WOODLANDS","4 ROOM","549","WOODLANDS DR 44","07 TO 09",100,"Model A",2000,80.08,326000,80,1,"549 WOODLANDS DR 44",103.7943227,1.4319685
"901","2019-05","WOODLANDS","4 ROOM","894C","WOODLANDS DR 50","10 TO 12",100,"Model A",1996,76.25,375000,76,3,"894C WOODLANDS DR 50",103.7903612,1.4356442
"902","2019-05","WOODLANDS","4 ROOM","892B","WOODLANDS DR 50","04 TO 06",100,"Model A",1996,76.42,353000,76,5,"892B WOODLANDS DR 50",103.7896142,1.4375755
"903","2017-04","TAMPINES","4 ROOM","271","TAMPINES ST 21","04 TO 06",116,"Model A",1984,66.5,465000,66,6,"271 TAMPINES ST 21",103.9494318,1.35027
"904","2019-05","WOODLANDS","4 ROOM","887A","WOODLANDS DR 50","04 TO 06",92,"Premium Apartment",2015,94.75,402000,94,9,"887A WOODLANDS DR 50",103.7948685,1.4378389
"905","2019-05","WOODLANDS","4 ROOM","894D","WOODLANDS DR 50","10 TO 12",100,"Model A",1996,76.25,370000,76,3,"894D WOODLANDS DR 50",103.7893199,1.4356506
"906","2019-05","WOODLANDS","4 ROOM","786B","WOODLANDS DR 60","07 TO 09",91,"Model A2",1997,77.33,335000,77,4,"786B WOODLANDS DR 60",103.8010874,1.4455284
"907","2019-05","WOODLANDS","4 ROOM","773","WOODLANDS DR 60","07 TO 09",93,"Model A2",1997,77.42,310000,77,5,"773 WOODLANDS DR 60",103.7976052,1.4474178
"908","2019-05","WOODLANDS","4 ROOM","786B","WOODLANDS DR 60","04 TO 06",90,"Model A2",1997,77.25,317000,77,3,"786B WOODLANDS DR 60",103.8010874,1.4455284
"909","2019-05","WOODLANDS","4 ROOM","681B","WOODLANDS DR 62","01 TO 03",105,"Premium Apartment",2000,79.75,330000,79,9,"681B WOODLANDS DR 62",103.8032874,1.4393262
"910","2019-05","WOODLANDS","4 ROOM","715","WOODLANDS DR 70","07 TO 09",101,"Model A",1997,77,371000,77,0,"715 WOODLANDS DR 70",103.7996879,1.4421561
"911","2019-05","WOODLANDS","4 ROOM","710","WOODLANDS DR 70","07 TO 09",102,"Model A",1997,76.92,339000,76,11,"710 WOODLANDS DR 70",103.797492,1.4407566
"912","2019-05","WOODLANDS","4 ROOM","684B","WOODLANDS DR 73","07 TO 09",101,"Premium Apartment",2000,79.83,358000,79,10,"684B WOODLANDS DR 73",103.8048268,1.4418124
"913","2019-05","WOODLANDS","4 ROOM","684D","WOODLANDS DR 73","10 TO 12",103,"Premium Apartment",2000,79.83,397000,79,10,"684D WOODLANDS DR 73",103.8044646,1.4413742
"914","2017-04","TAMPINES","4 ROOM","275","TAMPINES ST 22","07 TO 09",105,"Model A",1985,66.75,468000,66,9,"275 TAMPINES ST 22",103.9504289,1.3478488
"915","2019-05","WOODLANDS","4 ROOM","682D","WOODLANDS DR 73","04 TO 06",105,"Premium Apartment",2000,79.75,322000,79,9,"682D WOODLANDS DR 73",103.8048536,1.4408619
"916","2019-05","WOODLANDS","4 ROOM","684A","WOODLANDS DR 73","10 TO 12",103,"Premium Apartment",2000,79.75,376000,79,9,"684A WOODLANDS DR 73",103.8050985,1.4412235
"917","2019-05","WOODLANDS","4 ROOM","686B","WOODLANDS DR 73","13 TO 15",93,"Premium Apartment",2003,82.75,375000,82,9,"686B WOODLANDS DR 73",103.8061852,1.4426114
"918","2019-05","WOODLANDS","4 ROOM","684A","WOODLANDS DR 73","10 TO 12",105,"Premium Apartment",2000,79.75,345000,79,9,"684A WOODLANDS DR 73",103.8050985,1.4412235
"919","2019-05","WOODLANDS","4 ROOM","688A","WOODLANDS DR 75","04 TO 06",90,"Premium Apartment",2004,83.67,340000,83,8,"688A WOODLANDS DR 75",103.8071383,1.4429724
"920","2019-05","WOODLANDS","4 ROOM","660","WOODLANDS RING RD","10 TO 12",101,"Model A",1998,77.83,315000,77,10,"660 WOODLANDS RING RD",103.7994388,1.4354966
"921","2019-05","WOODLANDS","4 ROOM","669","WOODLANDS RING RD","10 TO 12",85,"Model A2",2000,80.42,340000,80,5,"669 WOODLANDS RING RD",103.7983975,1.4383288
"922","2019-05","WOODLANDS","4 ROOM","630","WOODLANDS RING RD","10 TO 12",100,"Model A",1998,78.33,303000,78,4,"630 WOODLANDS RING RD",103.8014763,1.43464
"923","2019-05","WOODLANDS","4 ROOM","659","WOODLANDS RING RD","01 TO 03",100,"Model A",1998,77.75,310000,77,9,"659 WOODLANDS RING RD",103.7990313,1.4361964
"924","2019-05","WOODLANDS","4 ROOM","160","WOODLANDS ST 13","10 TO 12",103,"Model A",1990,70.25,356000,70,3,"160 WOODLANDS ST 13",103.7746749,1.4333367
"925","2017-04","TAMPINES","4 ROOM","891A","TAMPINES AVE 8","13 TO 15",101,"Model A",1997,78.92,470000,78,11,"891A TAMPINES AVE 8",103.9309121,1.3487321
"926","2019-05","WOODLANDS","4 ROOM","154","WOODLANDS ST 13","04 TO 06",91,"New Generation",1986,66.33,280000,66,4,"154 WOODLANDS ST 13",103.7753992,1.4347268
"927","2019-05","WOODLANDS","4 ROOM","321","WOODLANDS ST 32","07 TO 09",89,"Simplified",1994,73.67,335000,73,8,"321 WOODLANDS ST 32",103.7791113,1.4318416
"928","2019-05","WOODLANDS","4 ROOM","416","WOODLANDS ST 41","04 TO 06",103,"Model A",1996,75.83,330000,75,10,"416 WOODLANDS ST 41",103.7738601,1.4284977
"929","2019-05","WOODLANDS","4 ROOM","408","WOODLANDS ST 41","07 TO 09",106,"Model A",1996,75.67,330000,75,8,"408 WOODLANDS ST 41",103.7725021,1.4287996
"930","2019-05","WOODLANDS","4 ROOM","416","WOODLANDS ST 41","04 TO 06",114,"Model A",1996,75.75,344000,75,9,"416 WOODLANDS ST 41",103.7738601,1.4284977
"931","2019-05","WOODLANDS","4 ROOM","401","WOODLANDS ST 41","07 TO 09",106,"Model A",1995,75.58,355000,75,7,"401 WOODLANDS ST 41",103.7728416,1.4304672
"932","2019-05","WOODLANDS","4 ROOM","418","WOODLANDS ST 41","10 TO 12",106,"Model A",1996,75.75,345000,75,9,"418 WOODLANDS ST 41",103.774856,1.4290054
"933","2019-05","WOODLANDS","4 ROOM","832","WOODLANDS ST 83","01 TO 03",103,"Model A",1994,74.5,305000,74,6,"832 WOODLANDS ST 83",103.790565,1.4396616
"934","2019-05","WOODLANDS","4 ROOM","853","WOODLANDS ST 83","04 TO 06",84,"Simplified",1993,73.25,290000,73,3,"853 WOODLANDS ST 83",103.7931177,1.4395279
"935","2019-05","WOODLANDS","5 ROOM","10","MARSILING DR","10 TO 12",126,"Standard",1976,55.92,325000,55,11,"10 MARSILING DR",103.777276,1.440805
"936","2017-04","TAMPINES","4 ROOM","230","SIMEI ST 4","01 TO 03",104,"Model A",1988,70.33,475000,70,4,"230 SIMEI ST 4",103.9557776,1.34328
"937","2019-05","WOODLANDS","5 ROOM","37","MARSILING DR","22 TO 24",121,"Standard",1978,57.92,375000,57,11,"37 MARSILING DR",103.772459,1.445117
"938","2019-05","WOODLANDS","5 ROOM","36","MARSILING DR","10 TO 12",124,"Standard",1978,57.92,330000,57,11,"36 MARSILING DR",103.7723882,1.4452271
"939","2019-05","WOODLANDS","5 ROOM","118","MARSILING RISE","04 TO 06",134,"Model A",1995,74.92,450000,74,11,"118 MARSILING RISE",103.7803788,1.4385132
"940","2019-05","WOODLANDS","5 ROOM","758","WOODLANDS AVE 6","04 TO 06",123,"Improved",1998,77.83,380000,77,10,"758 WOODLANDS AVE 6",103.7953187,1.4460555
"941","2019-05","WOODLANDS","5 ROOM","679","WOODLANDS AVE 6","10 TO 12",123,"Improved",1998,78.25,477888,78,3,"679 WOODLANDS AVE 6",103.8020196,1.4402882
"942","2019-05","WOODLANDS","5 ROOM","680","WOODLANDS AVE 6","10 TO 12",123,"Improved",1998,78.25,479888,78,3,"680 WOODLANDS AVE 6",103.8021909,1.439459
"943","2019-05","WOODLANDS","5 ROOM","740","WOODLANDS CIRCLE","01 TO 03",123,"Improved",1997,77.5,420000,77,6,"740 WOODLANDS CIRCLE",103.7962242,1.444655
"944","2019-05","WOODLANDS","5 ROOM","751","WOODLANDS CIRCLE","04 TO 06",122,"Improved",1998,77.67,380000,77,8,"751 WOODLANDS CIRCLE",103.794319,1.445139
"945","2019-05","WOODLANDS","5 ROOM","744","WOODLANDS CIRCLE","04 TO 06",122,"Improved",1998,77.67,388888,77,8,"744 WOODLANDS CIRCLE",103.7956929,1.4429641
"946","2019-05","WOODLANDS","5 ROOM","753","WOODLANDS CIRCLE","04 TO 06",122,"Improved",1997,77.58,397000,77,7,"753 WOODLANDS CIRCLE",103.7945038,1.4457669
"947","2017-04","TAMPINES","4 ROOM","107","SIMEI ST 1","07 TO 09",104,"Model A",1988,70.58,488000,70,7,"107 SIMEI ST 1",103.9508822,1.3423571
"948","2019-05","WOODLANDS","5 ROOM","782B","WOODLANDS CRES","07 TO 09",112,"Improved",2015,95.08,462000,95,1,"782B WOODLANDS CRES",103.8031968,1.4471739
"949","2019-05","WOODLANDS","5 ROOM","782E","WOODLANDS CRES","01 TO 03",112,"Improved",2015,95.08,428000,95,1,"782E WOODLANDS CRES",103.8024682,1.4475061
"950","2019-05","WOODLANDS","5 ROOM","787C","WOODLANDS CRES","04 TO 06",121,"Improved",1997,77.33,399000,77,4,"787C WOODLANDS CRES",103.8010235,1.4448456
"951","2019-05","WOODLANDS","5 ROOM","502A","WOODLANDS DR 14","04 TO 06",123,"Improved",1998,78.58,398000,78,7,"502A WOODLANDS DR 14",103.7913346,1.4333079
"952","2019-05","WOODLANDS","5 ROOM","529","WOODLANDS DR 14","10 TO 12",123,"Premium Apartment",1999,79.25,430000,79,3,"529 WOODLANDS DR 14",103.7929645,1.4317567
"953","2019-05","WOODLANDS","5 ROOM","501","WOODLANDS DR 14","01 TO 03",122,"Improved",1998,78.58,390000,78,7,"501 WOODLANDS DR 14",103.7919684,1.4328637
"954","2019-05","WOODLANDS","5 ROOM","516","WOODLANDS DR 14","10 TO 12",125,"Premium Apartment",1999,78.83,480000,78,10,"516 WOODLANDS DR 14",103.7909724,1.4347046
"955","2019-05","WOODLANDS","5 ROOM","544","WOODLANDS DR 16","04 TO 06",115,"Improved",2000,80.25,395000,80,3,"544 WOODLANDS DR 16",103.793055,1.4288941
"956","2019-05","WOODLANDS","5 ROOM","576","WOODLANDS DR 16","04 TO 06",110,"Improved",2000,80.67,368000,80,8,"576 WOODLANDS DR 16",103.7969034,1.4305217
"957","2019-05","WOODLANDS","5 ROOM","543","WOODLANDS DR 16","01 TO 03",115,"Improved",2000,80.17,380000,80,2,"543 WOODLANDS DR 16",103.7938247,1.428339
"958","2017-04","TAMPINES","4 ROOM","907","TAMPINES AVE 4","13 TO 15",105,"Model A",1984,66.5,490000,66,6,"907 TAMPINES AVE 4",103.9393244,1.3506585
"959","2019-05","WOODLANDS","5 ROOM","546","WOODLANDS DR 16","10 TO 12",121,"Improved",2000,80.33,412000,80,4,"546 WOODLANDS DR 16",103.7939605,1.4297691
"960","2019-05","WOODLANDS","5 ROOM","540","WOODLANDS DR 16","07 TO 09",120,"Improved",2000,80.17,408000,80,2,"540 WOODLANDS DR 16",103.7925117,1.4284571
"961","2019-05","WOODLANDS","5 ROOM","706","WOODLANDS DR 40","04 TO 06",118,"Improved",1996,76.5,436000,76,6,"706 WOODLANDS DR 40",103.7966889,1.4398521
"962","2019-05","WOODLANDS","5 ROOM","701","WOODLANDS DR 40","07 TO 09",119,"Improved",1996,76.5,410000,76,6,"701 WOODLANDS DR 40",103.7960431,1.4417932
"963","2019-05","WOODLANDS","5 ROOM","702","WOODLANDS DR 40","04 TO 06",119,"Improved",1996,76.58,390000,76,7,"702 WOODLANDS DR 40",103.7967153,1.4417698
"964","2019-05","WOODLANDS","5 ROOM","895C","WOODLANDS DR 50","04 TO 06",117,"Improved",1997,76.67,385000,76,8,"895C WOODLANDS DR 50",103.7927065,1.435957
"965","2019-05","WOODLANDS","5 ROOM","894D","WOODLANDS DR 50","01 TO 03",119,"Improved",1996,76.25,450000,76,3,"894D WOODLANDS DR 50",103.7893199,1.4356506
"966","2019-05","WOODLANDS","5 ROOM","895C","WOODLANDS DR 50","01 TO 03",117,"Improved",1997,76.67,368000,76,8,"895C WOODLANDS DR 50",103.7927065,1.435957
"967","2019-05","WOODLANDS","5 ROOM","625A","WOODLANDS DR 52","04 TO 06",122,"Improved",1998,78.5,385000,78,6,"625A WOODLANDS DR 52",103.8001633,1.4335839
"968","2019-05","WOODLANDS","5 ROOM","683B","WOODLANDS DR 62","07 TO 09",121,"Premium Apartment",2000,79.75,423000,79,9,"683B WOODLANDS DR 62",103.8026535,1.440945
"969","2017-04","TAMPINES","4 ROOM","254","SIMEI ST 1","10 TO 12",99,"Model A",1996,78.42,530000,78,5,"254 SIMEI ST 1",103.9518794,1.3419854
"970","2019-05","WOODLANDS","5 ROOM","714","WOODLANDS DR 70","10 TO 12",119,"Improved",1997,76.92,455000,76,11,"714 WOODLANDS DR 70",103.7987371,1.4420886
"971","2019-05","WOODLANDS","5 ROOM","673","WOODLANDS DR 71","01 TO 03",110,"Improved",2000,80.17,375000,80,2,"673 WOODLANDS DR 71",103.7999822,1.4391631
"972","2019-05","WOODLANDS","5 ROOM","685C","WOODLANDS DR 73","10 TO 12",114,"Premium Apartment",2002,82.58,418888,82,7,"685C WOODLANDS DR 73",103.8057324,1.4417334
"973","2019-05","WOODLANDS","5 ROOM","687C","WOODLANDS DR 75","07 TO 09",114,"Premium Apartment",2003,82.75,396000,82,9,"687C WOODLANDS DR 75",103.8064569,1.4417289
"974","2019-05","WOODLANDS","5 ROOM","688A","WOODLANDS DR 75","07 TO 09",110,"Premium Apartment",2004,83.67,380000,83,8,"688A WOODLANDS DR 75",103.8071383,1.4429724
"975","2019-05","WOODLANDS","5 ROOM","688C","WOODLANDS DR 75","07 TO 09",110,"Premium Apartment",2004,83.83,375000,83,10,"688C WOODLANDS DR 75",103.8072719,1.4434121
"976","2019-05","WOODLANDS","5 ROOM","688B","WOODLANDS DR 75","01 TO 03",110,"Premium Apartment",2004,83.83,370000,83,10,"688B WOODLANDS DR 75",103.8069096,1.443341
"977","2019-05","WOODLANDS","5 ROOM","690A","WOODLANDS DR 75","13 TO 15",111,"Premium Apartment",2004,83.67,373500,83,8,"690A WOODLANDS DR 75",103.8083586,1.4436256
"978","2019-05","WOODLANDS","5 ROOM","689C","WOODLANDS DR 75","07 TO 09",110,"Premium Apartment",2004,83.75,380000,83,9,"689C WOODLANDS DR 75",103.8084491,1.444873
"979","2019-05","WOODLANDS","5 ROOM","662","WOODLANDS RING RD","04 TO 06",122,"Improved",1998,77.75,386888,77,9,"662 WOODLANDS RING RD",103.7980353,1.4355419
"980","2017-04","TAMPINES","4 ROOM","167C","SIMEI LANE","04 TO 06",94,"DBSS",2011,92.92,535000,92,11,"167C SIMEI LANE",103.9593151,1.3428905
"981","2019-05","WOODLANDS","5 ROOM","664","WOODLANDS RING RD","04 TO 06",123,"Improved",1998,77.75,375000,77,9,"664 WOODLANDS RING RD",103.7978542,1.4363504
"982","2019-05","WOODLANDS","5 ROOM","111","WOODLANDS ST 13","04 TO 06",135,"Model A",1995,74.67,460500,74,8,"111 WOODLANDS ST 13",103.7820991,1.4379153
"983","2019-05","WOODLANDS","5 ROOM","165","WOODLANDS ST 13","04 TO 06",121,"Improved",1985,65.08,412000,65,1,"165 WOODLANDS ST 13",103.7749465,1.432968
"984","2019-05","WOODLANDS","5 ROOM","425","WOODLANDS ST 41","13 TO 15",121,"Improved",1997,76.83,432000,76,10,"425 WOODLANDS ST 41",103.7738601,1.4271033
"985","2019-05","WOODLANDS","5 ROOM","408","WOODLANDS ST 41","10 TO 12",121,"Improved",1996,75.67,429800,75,8,"408 WOODLANDS ST 41",103.7725021,1.4287996
"986","2019-05","WOODLANDS","5 ROOM","870","WOODLANDS ST 81","07 TO 09",127,"Improved",1996,76.17,408000,76,2,"870 WOODLANDS ST 81",103.7885777,1.4434157
"987","2019-05","WOODLANDS","5 ROOM","822","WOODLANDS ST 82","10 TO 12",128,"Improved",1996,75.92,460000,75,11,"822 WOODLANDS ST 82",103.7894235,1.4419063
"988","2019-05","WOODLANDS","5 ROOM","857","WOODLANDS ST 83","07 TO 09",126,"Improved",1996,75.92,425000,75,11,"857 WOODLANDS ST 83",103.7938852,1.4406064
"989","2019-05","WOODLANDS","5 ROOM","861","WOODLANDS ST 83","04 TO 06",124,"Improved",1996,75.83,440000,75,10,"861 WOODLANDS ST 83",103.7953187,1.4395956
"990","2019-05","WOODLANDS","EXECUTIVE","134","MARSILING RD","04 TO 06",177,"Apartment",1995,74.92,610000,74,11,"134 MARSILING RD",103.7776626,1.4367682
"991","2017-04","TAMPINES","4 ROOM","168A","SIMEI LANE","10 TO 12",94,"DBSS",2011,92.92,615000,92,11,"168A SIMEI LANE",103.958899,1.342689
"992","2019-05","WOODLANDS","EXECUTIVE","307","WOODLANDS AVE 1","04 TO 06",189,"Apartment",1994,73.75,760000,73,9,"307 WOODLANDS AVE 1",103.7763951,1.4294363
"993","2019-05","WOODLANDS","EXECUTIVE","307","WOODLANDS AVE 1","01 TO 03",192,"Apartment",1994,73.67,738000,73,8,"307 WOODLANDS AVE 1",103.7763951,1.4294363
"994","2019-05","WOODLANDS","EXECUTIVE","360","WOODLANDS AVE 5","01 TO 03",144,"Maisonette",1996,76.42,548000,76,5,"360 WOODLANDS AVE 5",103.7844758,1.4340656
"995","2019-05","WOODLANDS","EXECUTIVE","360","WOODLANDS AVE 5","10 TO 12",146,"Apartment",1996,76.42,645000,76,5,"360 WOODLANDS AVE 5",103.7844758,1.4340656
"996","2019-05","WOODLANDS","EXECUTIVE","788C","WOODLANDS CRES","13 TO 15",141,"Apartment",1999,79,582000,79,0,"788C WOODLANDS CRES",103.8019743,1.4438487
"997","2019-05","WOODLANDS","EXECUTIVE","510","WOODLANDS DR 14","07 TO 09",147,"Premium Apartment",1999,78.92,550000,78,11,"510 WOODLANDS DR 14",103.7885729,1.4326276
"998","2019-05","WOODLANDS","EXECUTIVE","511","WOODLANDS DR 14","04 TO 06",147,"Premium Apartment",1999,78.83,511000,78,10,"511 WOODLANDS DR 14",103.788754,1.4333604
"999","2019-05","WOODLANDS","EXECUTIVE","683C","WOODLANDS DR 62","01 TO 03",141,"Premium Apartment",2000,79.75,520000,79,9,"683C WOODLANDS DR 62",103.8032874,1.4412347
"1000","2019-05","WOODLANDS","EXECUTIVE","646","WOODLANDS RING RD","01 TO 03",144,"Maisonette",1998,78.33,535000,78,4,"646 WOODLANDS RING RD",103.8003896,1.4375825
"1001","2019-05","WOODLANDS","EXECUTIVE","652","WOODLANDS RING RD","01 TO 03",144,"Maisonette",1998,78.17,550000,78,2,"652 WOODLANDS RING RD",103.7995747,1.4378811
"1002","2017-01","JURONG WEST","EXECUTIVE","683A","JURONG WEST CTRL 1","07 TO 09",132,"Premium Apartment",2000,82.75,624000,82,9,"683A JURONG WEST CTRL 1",103.7048897,1.342677
"1003","2017-04","TAMPINES","5 ROOM","349","TAMPINES ST 33","01 TO 03",128,"Improved",1996,78.08,420000,78,1,"349 TAMPINES ST 33",103.963189,1.3533186
"1004","2019-05","WOODLANDS","EXECUTIVE","646","WOODLANDS RING RD","04 TO 06",141,"Maisonette",1998,78.33,555000,78,4,"646 WOODLANDS RING RD",103.8003896,1.4375825
